survey_results,enterprise,operating_unit,ca,rg,respondent,respondent_title,capability_status,people,tools,processes,equipment,facilities,supplies,catalogue,capability_group,capability_subgroup,capability,Capability Status,People (avg),Tools (avg),Processes (avg),Equipment (avg),Facilities (avg),Supplies (avg),average
Machine Control [SR3166],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Mature,Well resourced,Well resourced,Formal approach,Sufficiently resourced,Working condition,Freely available,Manufacturing Processes & Systems,Manufacturing Systems,Manufacturing Execution Systems,Machine Control,4,4,4,3,3,4,4,3.7142857143
Machine Learning [SR3215],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Not applicable,Modern and Emerging Technologies,Spatial Analytics,Spatial Analytics (Machine Learning),Machine Learning,4,4,3,4,3,4,0,3.6666666667
Material handling [SR3158],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Developing,Developing,Under resourced,Formal approach,Sufficiently resourced,New requirement,Freely available,Industrial Engineering,Industrial Engineering (Facilities Engineering),Facilities Engineering,Material handling,3,3,2,3,3,3,4,3
Mechanical machining [SR3160],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Mature,Well resourced,Well resourced,Formal approach,Under resourced,New requirement,Freely available,Manufacturing Processes & Systems,Manufacturing Processes,Material removal,Mechanical machining,4,4,4,3,1,3,4,3.2857142857
Modelling and Simulation [SR3219],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Emerging,Emerging,Not resourced,Formal approach,Under resourced,New requirement,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Modelling and Simulation),Modelling and Simulation,2,2,1,3,1,3,0,2
New industrial applications [SR3191],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Developing,Developing,Sufficiently resourced,CSIR Proprietary/Unique,Under resourced,New requirement,Not applicable,Modern and Emerging Technologies,Engineering of Manufacturing Processes,Engineering of Manufacturing Processes (New industrial applications),New industrial applications,3,3,3,4,1,3,0,2.8333333333
Plant and facilities engineering [SR3159],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Developing,Developing,Under resourced,Formal approach,Sufficiently resourced,New requirement,Freely available,Industrial Engineering,Industrial Engineering (Facilities Engineering),Facilities Engineering,Plant and facilities engineering,3,3,2,3,3,3,4,3
Plant Simulation [SR3236],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Subcritical,Emerging,Not resourced,CSIR Proprietary/Unique,Under resourced,New requirement,Not applicable,Product and Process Design & Development,Manufacturing / Production Phase,Manufacturing / Production Phase (Plant Simulation),Plant Simulation,1,2,1,4,1,3,0,2
Predictive Engineering Analytics [SR3181],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Mature,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Not applicable,Modern and Emerging Technologies,Artificial Intelligence/Cognitive Technologies,Artificial Intelligence/Cognitive Technologies (Predictive Engineering Analytics),Predictive Engineering Analytics,4,1,3,4,3,0,0,3
Process Control [SR3167],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Mature,Well resourced,Well resourced,Formal approach,Sufficiently resourced,Working condition,Freely available,Manufacturing Processes & Systems,Manufacturing Systems,Manufacturing Execution Systems,Process Control,4,4,4,3,3,4,4,3.7142857143
Product Lifecycle Management [SR3239],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Emerging,Emerging,Under resourced,CSIR Proprietary/Unique,Sufficiently resourced,New requirement,Not applicable,Product and Process Design & Development,Tools and Techniques,Tools and Techniques (Product Lifecycle Management),Product Lifecycle Management,2,2,2,4,3,3,0,2.6666666667
Product Simulation and Prototyping [SR3165],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Emerging,Emerging,Under resourced,Informal approach,Under resourced,Working condition,Freely available,Manufacturing Processes & Systems,Manufacturing Systems,Engineering Systems,Product Simulation and Prototyping,2,2,2,2,1,4,4,2.4285714286
Prototyping (virtual/digital & physical) [SR3220],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Old,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Prototyping (virtual/digital & physical)),Prototyping (virtual/digital & physical),4,4,3,4,3,1,0,3.1666666667
Prototyping or Pilot Plant Scale-up [SR3237],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Subcritical,Emerging,Under resourced,Formal approach,Under resourced,New requirement,Not applicable,Product and Process Design & Development,Manufacturing / Production Phase,Manufacturing / Production Phase (Prototyping or Pilot Plant Scale-up),Prototyping or Pilot Plant Scale-up,1,2,2,3,1,3,0,2
Real Time Information Management Systems [SR3188],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Not applicable,Not applicable,Not applicable,Modern and Emerging Technologies,Decision Support,Decision Support (Real Time Information Management Systems),Real Time Information Management Systems,4,4,3,4,0,0,0,3.75
Reverse engineering [SR3240],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Developing,Developing,Sufficiently resourced,CSIR Proprietary/Unique,Under resourced,Needs upgrade,Not applicable,Product and Process Design & Development,Tools and Techniques,Tools and Techniques (Reverse engineering),Reverse engineering,3,3,3,4,1,2,0,2.6666666667
Robotics Control [SR3168],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Freely available,Manufacturing Processes & Systems,Manufacturing Systems,Manufacturing Execution Systems,Robotics Control,4,4,3,3,3,4,4,3.5714285714
Smart agriculture systems [SR3153],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Developing,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Freely available,Environment and Natural Resources,Environmental Management Services,Environmental Management Services (Smart agriculture systems),Smart agriculture systems,3,4,3,4,3,4,4,3.5714285714
Smart home [SR3202],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Mature,Developing,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Freely available,Modern and Emerging Technologies,Informatics,Informatics (Smart home),Smart home,4,3,3,4,3,4,4,3.5714285714
Smart machines [SR3182],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Mature,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Needs upgrade,Not applicable,Modern and Emerging Technologies,Artificial Intelligence/Cognitive Technologies,Artificial Intelligence/Cognitive Technologies (Smart machines),Smart machines,4,1,3,4,3,2,0,2.8333333333
Smart manufacturing [SR3192],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Developing,Developing,Sufficiently resourced,CSIR Proprietary/Unique,Under resourced,New requirement,Not applicable,Modern and Emerging Technologies,Engineering of Manufacturing Processes,Engineering of Manufacturing Processes (Smart manufacturing),Smart manufacturing,3,3,3,4,1,3,0,2.8333333333
System design [SR3234],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (System design),System design,4,4,3,3,3,0,0,3.4
System design SR[826],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Developing,Developing,Sufficiently resourced,Formal approach,Well resourced,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (System design),System design,3,3,3,3,4,0,0,3.2
Systems engineering (SE) - Model-based [SR3221],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Systems engineering (SE) - Model-based),Systems engineering (SE) - Model-based,4,4,3,3,3,0,0,3.4
Systems engineering (SE) - Model-based SR[823],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Mature,Developing,Well resourced,Formal approach,Sufficiently resourced,Not applicable,Controlled,Product and Process Design & Development,Concept Phase,Concept Phase (Systems engineering (SE) - Model-based),Systems engineering (SE) - Model-based,4,3,4,3,3,0,3,3.3333333333
Telematics [SR3203],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Under resourced,Working condition,Freely available,Modern and Emerging Technologies,Informatics,Informatics (Telematics),Telematics,4,4,3,4,1,4,4,3.4285714286
Trade-off analysis [SR3222],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Trade-off analysis),Trade-off analysis,4,4,3,3,3,0,0,3.4
Water management [SR3154],CSIR,MSM,Mechatronics & Micro Manufacturing,Medical Devices - Synoptics,PROUX,RGL,Mature,Well resourced,Well resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Freely available,Environment and Natural Resources,Service,Service (Water management),Water management,4,4,4,4,3,0,4,3.8333333333
"Biophotonics, Nanophotonics, Microphotonics [SR3271]",CSIR,MSM,Mechatronics & Micro Manufacturing,Micro Manufacturing,KLAND,RGL,Emerging,Developing,Under resourced,Formal approach,Under resourced,Working condition,Freely available,Modern and Emerging Technologies,Micro- and Nano technologies,"Micro- and Nano technologies (Biophotonics, Nanophotonics, Microphotonics)","Biophotonics, Nanophotonics, Microphotonics",2,3,2,3,1,4,4,2.7142857143
"Fabrication of nano structure and materials: Nano films, Nano-bubbles, Nano-droplets, Nano fluids [SR3272]",CSIR,MSM,Mechatronics & Micro Manufacturing,Micro Manufacturing,KLAND,RGL,Mature,Unbalanced,Under resourced,Informal approach,Under resourced,Needs upgrade,Freely available,Modern and Emerging Technologies,Micro- and Nano technologies,"Micro- and Nano technologies (Fabrication of nano structure and materials: Nano films, Nano-bubbles, Nano-droplets, Nano fluids)","Fabrication of nano structure and materials: Nano films, Nano-bubbles, Nano-droplets, Nano fluids",4,1,2,2,1,2,4,2.2857142857
Intelligent manufacturing systems equipment [SR3266],CSIR,MSM,Mechatronics & Micro Manufacturing,Micro Manufacturing,KLAND,RGL,Developing,Developing,Under resourced,Formal approach,Under resourced,New requirement,Freely available,Manufacturing Processes & Systems,Manufacturing Systems,Manufacturing Systems(Intelligent manufacturing systems equipment),Intelligent manufacturing systems equipment,3,3,2,3,1,3,4,2.7142857143
Microfabrication [SR3273],CSIR,MSM,Mechatronics & Micro Manufacturing,Micro Manufacturing,KLAND,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Freely available,Modern and Emerging Technologies,Micro- and Nano technologies,Micro- and Nano technologies (Microfabrication),Microfabrication,4,4,3,3,3,4,4,3.5714285714
Microfluidics [SR3274],CSIR,MSM,Mechatronics & Micro Manufacturing,Micro Manufacturing,KLAND,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Freely available,Modern and Emerging Technologies,Micro- and Nano technologies,Micro- and Nano technologies (Microfluidics),Microfluidics,4,4,3,3,3,4,4,3.5714285714
Nanodevices [SR3275],CSIR,MSM,Mechatronics & Micro Manufacturing,Micro Manufacturing,KLAND,RGL,Emerging,Emerging,Under resourced,Informal approach,Under resourced,New requirement,Freely available,Modern and Emerging Technologies,Micro- and Nano technologies,Micro- and Nano technologies (Nanodevices),Nanodevices,2,2,2,2,1,3,4,2.2857142857
New developments in micro/nano scale processes [SR3276],CSIR,MSM,Mechatronics & Micro Manufacturing,Micro Manufacturing,KLAND,RGL,Developing,Unbalanced,Under resourced,Informal approach,Under resourced,New requirement,Freely available,Modern and Emerging Technologies,Micro- and Nano technologies,Micro- and Nano technologies (New developments in micro/nano scale processes),New developments in micro/nano scale processes,3,1,2,2,1,3,4,2.2857142857
New industrial applications [SR3267],CSIR,MSM,Mechatronics & Micro Manufacturing,Micro Manufacturing,KLAND,RGL,Developing,Developing,Under resourced,Formal approach,Under resourced,New requirement,Freely available,Modern and Emerging Technologies,Engineering of Manufacturing Processes,Engineering of Manufacturing Processes (New industrial applications),New industrial applications,3,3,2,3,1,3,4,2.7142857143
non-traditional manufacturing processes [SR3268],CSIR,MSM,Mechatronics & Micro Manufacturing,Micro Manufacturing,KLAND,RGL,Developing,Developing,Under resourced,Informal approach,Under resourced,Working condition,Freely available,Modern and Emerging Technologies,Engineering of Manufacturing Processes,Engineering of Manufacturing Processes (non-traditional manufacturing processes),non-traditional manufacturing processes,3,3,2,2,1,4,4,2.7142857143
Novel manufacturing methods [SR3269],CSIR,MSM,Mechatronics & Micro Manufacturing,Micro Manufacturing,KLAND,RGL,Developing,Unbalanced,Sufficiently resourced,Informal approach,Sufficiently resourced,Working condition,Freely available,Modern and Emerging Technologies,Engineering of Manufacturing Processes,Engineering of Manufacturing Processes (Novel manufacturing methods),Novel manufacturing methods,3,1,3,2,3,4,4,2.8571428571
Prototyping or Pilot Plant Scale-up [SR3277],CSIR,MSM,Mechatronics & Micro Manufacturing,Micro Manufacturing,KLAND,RGL,Developing,Unbalanced,Under resourced,Informal approach,Under resourced,New requirement,Freely available,Product and Process Design & Development,Manufacturing / Production Phase,Manufacturing / Production Phase (Prototyping or Pilot Plant Scale-up),Prototyping or Pilot Plant Scale-up,3,1,2,2,1,3,4,2.2857142857
Remediation technologies [SR3265],CSIR,MSM,Mechatronics & Micro Manufacturing,Micro Manufacturing,KLAND,RGL,Developing,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Controlled,Environment and Natural Resources,Wastewater,Wastewater (Remediation technologies),Remediation technologies,3,1,3,4,3,4,3,3
Smart manufacturing [SR3270],CSIR,MSM,Mechatronics & Micro Manufacturing,Micro Manufacturing,KLAND,RGL,Emerging,Developing,Under resourced,Informal approach,Under resourced,New requirement,Freely available,Modern and Emerging Technologies,Engineering of Manufacturing Processes,Engineering of Manufacturing Processes (Smart manufacturing),Smart manufacturing,2,3,2,2,1,3,4,2.4285714286
Testing & Characterisation SR[403],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Characterization Facility,GMHLONGO,RGL,Mature,Emerging,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Controlled,Modern and Emerging Technologies,Micro- and Nano technologies,Micro- and Nano technologies (Testing & Characterisation),Testing & Characterisation,4,2,3,3,3,4,3,3.1428571429
"Anode nanocatalysts, Cathode nanocatalysts [SR3035]",CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanocatalysis,PMAKGWANE,RGL,Developing,Developing,Not resourced,Formal approach,Sufficiently resourced,New requirement,Freely available,Materials Engineering,Porous support materials,"Porous support materials   (Anode nanocatalysts, Cathode nanocatalysts)","Anode nanocatalysts, Cathode nanocatalysts",3,3,1,3,3,3,4,2.8571428571
Biorefinery [SR3037],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanocatalysis,PMAKGWANE,RGL,Developing,Developing,Under resourced,Formal approach,Under resourced,New requirement,Freely available,Modern and Emerging Technologies,Neuro- and Biotechnologies,Neuro- and Biotechnologies (Biorefinery),Biorefinery,3,3,2,3,1,3,4,2.7142857143
Chemical Production and Energy Generation [2646],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanocatalysis,PMAKGWANE,RGL,Emerging,Emerging,Under resourced,Formal approach,Under resourced,New requirement,Freely available,Modern and Emerging Technologies,Nanocatalysis,Nanocatalysis (Metal Nanocatalysts),Chemical Production and Energy Generation,2,2,2,3,1,3,4,2.4285714286
Chemical Products Formulation Intermediates [2647],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanocatalysis,PMAKGWANE,RGL,Emerging,Developing,Sufficiently resourced,Formal approach,Under resourced,New requirement,Freely available,Modern and Emerging Technologies,Renewable Green Bio-chemicals,Fine and Speciality Chemicals,Chemical Products Formulation Intermediates,2,3,3,3,1,3,4,2.7142857143
Composites - Bio [SR3031],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanocatalysis,PMAKGWANE,RGL,Developing,Emerging,Not resourced,Formal approach,Under resourced,New requirement,Freely available,Materials Engineering,Composites,Composites  (Bio),Composites - Bio,3,2,1,3,1,3,4,2.4285714286
Lignin [SR3032],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanocatalysis,PMAKGWANE,RGL,Emerging,Developing,Not resourced,Formal approach,Under resourced,New requirement,Freely available,Materials Engineering,Natural Fibres,Natural Fibres  (Lignin),Lignin,2,3,1,3,1,3,4,2.4285714286
Nano-structure Synthesis [SR3036],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanocatalysis,PMAKGWANE,RGL,Developing,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Freely available,Modern and Emerging Technologies,Micro- and Nano-technologies,Micro- and Nano-technologies (Nano-structure Synthesis),Nano-structure Synthesis,3,4,3,3,3,4,4,3.4285714286
Plastic Materials [SR3030],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanocatalysis,PMAKGWANE,RGL,Developing,Emerging,Not resourced,Formal approach,Under resourced,New requirement,Freely available,Materials Engineering,Chemical Products,Chemical Products  (Plastic Materials),Plastic Materials,3,2,1,3,1,3,4,2.4285714286
Polymers - Biobased [SR3033],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanocatalysis,PMAKGWANE,RGL,Emerging,Emerging,Not resourced,Formal approach,Under resourced,New requirement,Freely available,Materials Engineering,Polymers,Polymers  (Biobased),Polymers - Biobased,2,2,1,3,1,3,4,2.2857142857
Polymers - Biopolymers [SR3034],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanocatalysis,PMAKGWANE,RGL,Emerging,Emerging,Not resourced,Formal approach,Under resourced,New requirement,Freely available,Materials Engineering,Polymers,Polymers  (Biopolymers),Polymers - Biopolymers,2,2,1,3,1,3,4,2.2857142857
Calcium Carbonate Synthesis SR[2410],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanomaterial Ind Dev Prog,MRSCRIBA,RGL,Subcritical,Unbalanced,Under resourced,CSIR Proprietary/Unique,Under resourced,Working condition,Freely available,Materials Engineering,(Calcium Carbonate Synthesis),(Calcium Carbonate Synthesis) (Calcium Carbonate Synthesis),Calcium Carbonate Synthesis,1,1,2,4,1,4,4,2.4285714286
Compounding SR[2406],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanomaterial Ind Dev Prog,MRSCRIBA,RGL,Subcritical,Not applicable,Sufficiently resourced,Not applicable,Under resourced,Working condition,Freely available,Manufacturing Processes & Systems,Manufacturing Processes,Polymer Processing,Compounding,1,0,3,0,1,4,4,2.6
Film Forming SR[2407],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanomaterial Ind Dev Prog,MRSCRIBA,RGL,Subcritical,Emerging,Sufficiently resourced,Not applicable,Not applicable,Working condition,Freely available,Manufacturing Processes & Systems,Manufacturing Processes,Polymer Processing,Film Forming,1,2,3,0,0,4,4,2.8
Gypsum Conversion SR[2409],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanomaterial Ind Dev Prog,MRSCRIBA,RGL,Not applicable,Unbalanced,Under resourced,CSIR Proprietary/Unique,Under resourced,Working condition,Freely available,Materials Engineering,(Gypsum Conversion),(Gypsum Conversion) (Gypsum Conversion),Gypsum Conversion,0,1,2,4,1,4,4,2.6666666667
Injection Moulding SR[2408],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanomaterial Ind Dev Prog,MRSCRIBA,RGL,Emerging,Emerging,Sufficiently resourced,Not applicable,Not applicable,Working condition,Freely available,Manufacturing Processes & Systems,Manufacturing Processes,Polymer Processing,Injection Moulding,2,2,3,0,0,4,4,3
Nano-structure Scale-up SR[2412],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanomaterial Ind Dev Prog,MRSCRIBA,RGL,Subcritical,Developing,Under resourced,Not applicable,Under resourced,Needs upgrade,Freely available,Modern and Emerging Technologies,Micro- and Nano-technologies,Micro- and Nano-technologies (Nano-structure Scale-up),Nano-structure Scale-up,1,3,2,0,1,2,4,2.1666666667
Nano-structure Synthesis SR[2404],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanomaterial Ind Dev Prog,MRSCRIBA,RGL,Emerging,Unbalanced,Under resourced,Formal approach,Under resourced,Needs upgrade,Freely available,Modern and Emerging Technologies,Micro- and Nano-technologies,Micro- and Nano-technologies (Nano-structure Synthesis),Nano-structure Synthesis,2,1,2,3,1,2,4,2.1428571429
Nanocomposites SR[2222],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanomaterial Ind Dev Prog,MRSCRIBA,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Freely available,Materials Engineering,Polymers,Polymers  (Nanocomposites),Nanocomposites,3,1,3,3,3,2,4,2.7142857143
Nanomaterials in Cosmetics SR[2403],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanomaterial Ind Dev Prog,MRSCRIBA,RGL,Subcritical,Unbalanced,Under resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Freely available,Modern and Emerging Technologies,Micro- and Nano-technologies,Micro- and Nano-technologies (Nanomaterials in Cosmetics),Nanomaterials in Cosmetics,1,1,2,4,3,4,4,2.7142857143
Nanotechnology Safety SR[2411],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanomaterial Ind Dev Prog,MRSCRIBA,RGL,Emerging,Unbalanced,Under resourced,Not applicable,Not applicable,Needs upgrade,Freely available,Modern and Emerging Technologies,Micro- and Nano-technologies,Micro- and Nano-technologies (Nanotechnology Safety),Nanotechnology Safety,2,1,2,0,0,2,4,2.2
Polymer Testing and Characterisation SR[2405],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanomaterial Ind Dev Prog,MRSCRIBA,RGL,Not applicable,Not applicable,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Freely available,Modern and Emerging Technologies,Composite Materials and Technologies,Ceramics and polymers,Polymer Testing and Characterisation,0,0,3,4,3,4,4,3.6
Product Formulation (Recipe) SR[2221],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanomaterial Ind Dev Prog,MRSCRIBA,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Under resourced,Working condition,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Product Formulation (Recipe)),Product Formulation (Recipe),3,1,3,3,1,4,4,2.7142857143
Synthesis and Scale-up SR[2413],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanomaterial Ind Dev Prog,MRSCRIBA,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Under resourced,Needs upgrade,Freely available,Modern and Emerging Technologies,Micro- and Nano-technologies,Nanomaterials,Synthesis and Scale-up,3,1,3,3,1,2,4,2.4285714286
Testing & Characterisation SR[2223],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanomaterial Ind Dev Prog,MRSCRIBA,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Freely available,Modern and Emerging Technologies,Micro- and Nano technologies,Micro- and Nano technologies (Testing & Characterisation),Testing & Characterisation,4,4,3,3,3,2,4,3.2857142857
Chemical Sensors [2645],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanostructures for Sensing application,DMOTAUNG,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Needs upgrade,Freely available,Modern and Emerging Technologies,Sensor Engineering,Sensor Engineering (Chemical),Chemical Sensors,3,1,2,3,1,2,4,2.2857142857
Nano [SR3024],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanostructures for Sensing application,DMOTAUNG,RGL,Developing,Unbalanced,Not applicable,Formal approach,Under resourced,Needs upgrade,Freely available,Materials Engineering,Composites,Composites  (Nano),Nano,3,1,0,3,1,2,4,2.3333333333
New Energetic Materials [SR3025],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanostructures for Sensing application,DMOTAUNG,RGL,Developing,Unbalanced,Not applicable,Formal approach,Under resourced,Needs upgrade,Freely available,Materials Engineering,Structural Materials,Structural Materials  (New Energetic Materials),New Energetic Materials,3,1,0,3,1,2,4,2.3333333333
Nano-structure Scale-up [3347],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanostructures for water remediation,AMAITY,RGL,Developing,Developing,Not applicable,CSIR Proprietary/Unique,Well resourced,Working condition,Controlled,Modern and Emerging Technologies,Micro- and Nano-technologies,Micro- and Nano-technologies (Nano-structure Scale-up),Nano-structure Scale-up,3,3,0,4,4,4,3,3.5
Nanocomposites [3345],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanostructures for water remediation,AMAITY,RGL,Mature,Well resourced,Not applicable,CSIR Proprietary/Unique,Well resourced,Working condition,Controlled,Materials Engineering,Polymers,Polymers  (Nanocomposites),Nanocomposites,4,4,0,4,4,4,3,3.8333333333
Remediation technologies [3342],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanostructures for water remediation,AMAITY,RGL,Developing,Developing,Not applicable,CSIR Proprietary/Unique,Well resourced,Working condition,Controlled,Environment and Natural Resources,Wastewater,Wastewater (Remediation technologies),Remediation technologies,3,3,0,4,4,4,3,3.5
Synthesis and Scale-up [3348],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanostructures for water remediation,AMAITY,RGL,Developing,Developing,Not applicable,CSIR Proprietary/Unique,Well resourced,Working condition,Controlled,Modern and Emerging Technologies,Micro- and Nano-technologies,Nanomaterials,Synthesis and Scale-up,3,3,0,4,4,4,3,3.5
Technology development for industrial effluent [3343],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanostructures for water remediation,AMAITY,RGL,Developing,Developing,Not applicable,CSIR Proprietary/Unique,Well resourced,Working condition,Controlled,Environment and Natural Resources,Water,Wastewater,Technology development for industrial effluent,3,3,0,4,4,4,3,3.5
Technology development for mine water [3344],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanostructures for water remediation,AMAITY,RGL,Developing,Developing,Not applicable,CSIR Proprietary/Unique,Well resourced,Working condition,Controlled,Environment and Natural Resources,Water,Wastewater,Technology development for mine water,3,3,0,4,4,4,3,3.5
