survey_results,enterprise,operating_unit,ca,rg,respondent,respondent_title,capability_status,people,tools,processes,equipment,facilities,supplies,catalogue,capability_group,capability_subgroup,capability,Capability Status,People (avg),Tools (avg),Processes (avg),Equipment (avg),Facilities (avg),Supplies (avg),average
System design SR[211],CSIR,DPSS,Radar & EW Systems,Experimental Radar Systems,CVZYL,RGL,Mature,Developing,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Freely available,Product and Process Design & Development,Design Phase,Design Phase (System design),System design,4,3,3,3,3,2,4,3.1428571429
Systems engineering (SE) - Model-based SR[198],CSIR,DPSS,Radar & EW Systems,Experimental Radar Systems,CVZYL,RGL,Mature,Developing,Not applicable,Not applicable,Sufficiently resourced,Not applicable,Freely available,Product and Process Design & Development,Concept Phase,Concept Phase (Systems engineering (SE) - Model-based),Systems engineering (SE) - Model-based,4,3,0,0,3,0,4,3.5
Trade-off analysis SR[199],CSIR,DPSS,Radar & EW Systems,Experimental Radar Systems,CVZYL,RGL,Mature,Developing,Sufficiently resourced,Formal approach,Sufficiently resourced,Not applicable,Freely available,Product and Process Design & Development,Concept Phase,Concept Phase (Trade-off analysis),Trade-off analysis,4,3,3,3,3,0,4,3.3333333333
Validation SR[192],CSIR,DPSS,Radar & EW Systems,Experimental Radar Systems,CVZYL,RGL,Mature,Developing,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Validation),Validation,4,3,3,3,3,2,3,3
Verification SR[193],CSIR,DPSS,Radar & EW Systems,Experimental Radar Systems,CVZYL,RGL,Mature,Unbalanced,Under resourced,Formal approach,Sufficiently resourced,Old,Controlled,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Verification),Verification,4,1,2,3,3,1,3,2.4285714286
"Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc) SR[887]",CSIR,DPSS,Radar & EW Systems,Modelling and Simulation,RREDDY,RGL,Mature,Developing,Under resourced,Formal approach,Well resourced,Needs upgrade,Freely available,Product and Process Design & Development,Design Phase,"Design Phase (Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc))","Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc)",4,3,2,3,4,2,4,3.1428571429
Situational Awareness SR[888],CSIR,DPSS,Radar & EW Systems,Modelling and Simulation,RREDDY,RGL,Mature,Developing,Not applicable,Not applicable,Not applicable,Needs upgrade,Freely available,Modern and Emerging Technologies,(Situational Awareness),(Situational Awareness) (Situational Awareness),Situational Awareness,4,3,0,0,0,2,4,3.25
Concept development SR[985],CSIR,DPSS,Radar & EW Systems,Radar Imaging & Fusion,VSELVARAJALU,RGL,Mature,Unbalanced,Sufficiently resourced,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Concept development),Concept development,4,1,3,2,0,0,0,2.5
"Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc) SR[987]",CSIR,DPSS,Radar & EW Systems,Radar Imaging & Fusion,VSELVARAJALU,RGL,Mature,Well resourced,Well resourced,Formal approach,Sufficiently resourced,Working condition,Not applicable,Product and Process Design & Development,Design Phase,"Design Phase (Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc))","Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc)",4,4,4,3,3,4,0,3.6666666667
Digital Signals and Image Processing SR[990],CSIR,DPSS,Radar & EW Systems,Radar Imaging & Fusion,VSELVARAJALU,RGL,Mature,Well resourced,Well resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Freely available,Modern and Emerging Technologies,Informatics,Informatics (Digital Signals and Image Processing),Digital Signals and Image Processing,4,4,4,4,3,4,4,3.8571428571
Engineering innovation SR[992],CSIR,DPSS,Radar & EW Systems,Radar Imaging & Fusion,VSELVARAJALU,RGL,Mature,Unbalanced,Under resourced,Informal approach,Sufficiently resourced,Working condition,Not applicable,Modern and Emerging Technologies,Technology Transfer,Technology Transfer (Engineering innovation),Engineering innovation,4,1,2,2,3,4,0,2.6666666667
Engineering Management (Project Management) SR[989],CSIR,DPSS,Radar & EW Systems,Radar Imaging & Fusion,VSELVARAJALU,RGL,Developing,Unbalanced,Not resourced,Informal approach,Not applicable,Not applicable,Not applicable,Industrial Engineering,Industrial Engineering (Engineering Management),Engineering Management,Engineering Management (Project Management),3,1,1,2,0,0,0,1.75
Situational Awareness SR[991],CSIR,DPSS,Radar & EW Systems,Radar Imaging & Fusion,VSELVARAJALU,RGL,Mature,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Controlled,Modern and Emerging Technologies,(Situational Awareness),(Situational Awareness) (Situational Awareness),Situational Awareness,4,1,3,4,3,4,3,3.1428571429
System design SR[988],CSIR,DPSS,Radar & EW Systems,Radar Imaging & Fusion,VSELVARAJALU,RGL,Developing,Unbalanced,Under resourced,Informal approach,Sufficiently resourced,Needs upgrade,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (System design),System design,3,1,2,2,3,2,0,2.1666666667
Systems engineering (SE) - Model-based SR[986],CSIR,DPSS,Radar & EW Systems,Radar Imaging & Fusion,VSELVARAJALU,RGL,Developing,Developing,Under resourced,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Systems engineering (SE) - Model-based),Systems engineering (SE) - Model-based,3,3,2,2,0,0,0,2.5
Concept development SR[169],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Concept Phase,Concept Phase (Concept development),Concept development,4,4,3,3,0,0,4,3.6
Design for Ergonomics/ Human Factors SR[175],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Developing,Developing,Sufficiently resourced,Informal approach,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Ergonomics/ Human Factors),Design for Ergonomics/ Human Factors,3,3,3,2,0,0,4,3
Design for Maintainability SR[176],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Developing,Developing,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Maintainability),Design for Maintainability,3,3,3,3,0,0,4,3.2
Design for Reliability SR[177],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Developing,Developing,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Reliability),Design for Reliability,3,3,3,3,0,0,4,3.2
Design for Safety SR[178],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Developing,Developing,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Safety),Design for Safety,3,3,3,3,0,0,4,3.2
Design for Test SR[179],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Test),Design for Test,3,1,3,3,0,0,4,2.8
"Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc) SR[180]",CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Not applicable,Product and Process Design & Development,Design Phase,"Design Phase (Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc))","Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc)",4,1,3,3,3,4,0,3
Digital Signals and Image Processing SR[182],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Well resourced,Needs upgrade,Freely available,Modern and Emerging Technologies,Informatics,Informatics (Digital Signals and Image Processing),Digital Signals and Image Processing,4,4,3,4,4,2,4,3.5714285714
Engineering innovation SR[186],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Mature,Developing,Sufficiently resourced,Informal approach,Sufficiently resourced,Needs upgrade,Freely available,Modern and Emerging Technologies,Technology Transfer,Technology Transfer (Engineering innovation),Engineering innovation,4,3,3,2,3,2,4,3
Feasibility SR[170],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Concept Phase,Concept Phase (Feasibility),Feasibility,3,1,3,3,0,0,4,2.8
"Full Scale, Field Evaluation SR[163]",CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Mature,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Needs upgrade,Freely available,Product and Process Design & Development,Analysis and V&V,"Analysis and V&V (Full Scale, Field Evaluation)","Full Scale, Field Evaluation",4,1,3,4,3,2,4,3
Function analysis SR[171],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Concept Phase,Concept Phase (Function analysis),Function analysis,4,1,3,3,0,0,4,3
Hazard Analysis SR[164],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Developing,Developing,Sufficiently resourced,CSIR Proprietary/Unique,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Hazard Analysis),Hazard Analysis,3,3,3,4,0,0,4,3.4
Modelling and Simulation SR[165],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Freely available,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Modelling and Simulation),Modelling and Simulation,4,4,3,4,3,4,4,3.7142857143
"Modelling, Simulation and Gaming SR[184]",CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Freely available,Modern and Emerging Technologies,"(Modelling, Simulation and Gaming)","(Modelling, Simulation and Gaming) (Modelling, Simulation and Gaming)","Modelling, Simulation and Gaming",4,4,3,4,3,0,4,3.6666666667
Product Simulation and Prototyping SR[183],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Developing,Developing,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Freely available,Manufacturing Processes & Systems,Manufacturing Systems,Engineering Systems,Product Simulation and Prototyping,3,3,3,3,0,0,4,3.2
Requirements management SR[172],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Concept Phase,Concept Phase (Requirements management),Requirements management,3,1,3,3,0,0,4,2.8
Situational Awareness SR[185],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Freely available,Modern and Emerging Technologies,(Situational Awareness),(Situational Awareness) (Situational Awareness),Situational Awareness,3,1,3,3,3,4,4,3
System design SR[181],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Design Phase,Design Phase (System design),System design,4,4,3,3,0,0,4,3.6
Systems engineering (SE) - Model-based SR[173],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Concept Phase,Concept Phase (Systems engineering (SE) - Model-based),Systems engineering (SE) - Model-based,3,1,3,3,0,0,4,2.8
Tolerance Analysis SR[166],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Emerging,Emerging,Under resourced,Informal approach,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Tolerance Analysis),Tolerance Analysis,2,2,2,2,0,0,4,2.4
Trade-off analysis SR[174],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Concept Phase,Concept Phase (Trade-off analysis),Trade-off analysis,4,1,3,3,0,0,4,3
Validation SR[167],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Developing,Developing,Sufficiently resourced,CSIR Proprietary/Unique,Not applicable,Not applicable,Freely available,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Validation),Validation,3,3,3,4,0,0,4,3.4
Verification SR[168],CSIR,DPSS,Radar & EW Systems,Radar Surveilance & Tracking,CMOCKE,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Not applicable,Needs upgrade,Freely available,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Verification),Verification,4,1,3,3,0,2,4,2.8333333333
Infrastructure Management (Project Management) SR[613],CSIR,DPSS,Radar & EW Systems,Research and Applications,KMABASA,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Well resourced,Not applicable,Controlled,Industrial Engineering,Industrial Engineering (Infrastructure Management),Infrastructure Management,Infrastructure Management (Project Management),4,4,3,3,4,0,3,3.5
New industrial applications SR[612],CSIR,DPSS,Radar & EW Systems,Research and Applications,KMABASA,RGL,Mature,Developing,Sufficiently resourced,Formal approach,Well resourced,Needs upgrade,Controlled,Modern and Emerging Technologies,Engineering of Manufacturing Processes,Engineering of Manufacturing Processes (New industrial applications),New industrial applications,4,3,3,3,4,2,3,3.1428571429
Requirements management SR[611],CSIR,DPSS,Radar & EW Systems,Research and Applications,KMABASA,RGL,Mature,Well resourced,Well resourced,Formal approach,Well resourced,Needs upgrade,Controlled,Product and Process Design & Development,Concept Phase,Concept Phase (Requirements management),Requirements management,4,4,4,3,4,2,3,3.4285714286
Situational Awareness SR[614],CSIR,DPSS,Radar & EW Systems,Research and Applications,KMABASA,RGL,Subcritical,Well resourced,Sufficiently resourced,Informal approach,Under resourced,Working condition,Freely available,Modern and Emerging Technologies,(Situational Awareness),(Situational Awareness) (Situational Awareness),Situational Awareness,1,4,3,2,1,4,4,2.7142857143
Batch Production SR[67],CSIR,DPSS,Radar & EW Systems,Technology Demonstrators & Systems,AVDMERWE2,RGL,Developing,Unbalanced,Under resourced,Informal approach,Sufficiently resourced,Working condition,Controlled,Manufacturing Processes & Systems,Manufacturing Systems,Production Systems,Batch Production,3,1,2,2,3,4,3,2.5714285714
Design for Cost SR[63],CSIR,DPSS,Radar & EW Systems,Technology Demonstrators & Systems,AVDMERWE2,RGL,Subcritical,Emerging,Under resourced,Informal approach,Under resourced,Needs upgrade,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Cost),Design for Cost,1,2,2,2,1,2,0,1.6666666667
Design for Life-cycle-cost-and-time SR[64],CSIR,DPSS,Radar & EW Systems,Technology Demonstrators & Systems,AVDMERWE2,RGL,Subcritical,Emerging,Not resourced,Informal approach,Under resourced,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Life-cycle-cost-and-time),Design for Life-cycle-cost-and-time,1,2,1,2,1,0,0,1.4
Enterprise legal support SR[66],CSIR,DPSS,Radar & EW Systems,Technology Demonstrators & Systems,AVDMERWE2,RGL,Subcritical,Emerging,Not resourced,Not applicable,Not applicable,Not applicable,Not applicable,Enterprise Development,Enterprise creation and development,Incubation,Enterprise legal support,1,2,1,0,0,0,0,1.3333333333
Pilot production SR[65],CSIR,DPSS,Radar & EW Systems,Technology Demonstrators & Systems,AVDMERWE2,RGL,Subcritical,Emerging,Under resourced,Informal approach,Under resourced,New requirement,Controlled,Enterprise Development,Enterprise creation and development,Enterprise creation,Pilot production,1,2,2,2,1,3,3,2
Product Lifecycle Management SR[69],CSIR,DPSS,Radar & EW Systems,Technology Demonstrators & Systems,AVDMERWE2,RGL,Subcritical,Emerging,Under resourced,Informal approach,Under resourced,Working condition,Controlled,Product and Process Design & Development,Tools and Techniques,Tools and Techniques (Product Lifecycle Management),Product Lifecycle Management,1,2,2,2,1,4,3,2.1428571429
Through-life Support SR[68],CSIR,DPSS,Radar & EW Systems,Technology Demonstrators & Systems,AVDMERWE2,RGL,Developing,Emerging,Under resourced,Informal approach,Under resourced,New requirement,Controlled,Product and Process Design & Development,Service and Operation Support Phase,Service and Operation Support Phase (Through-life Support),Through-life Support,3,2,2,2,1,3,3,2.2857142857
"Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc) SR[153]",CSIR,DPSS,Radar & EW Systems,Test and Evaluation,CFOURIE,RGL,Mature,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Needs upgrade,Controlled,Product and Process Design & Development,Design Phase,"Design Phase (Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc))","Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc)",4,1,3,4,3,2,3,2.8571428571
"Full Scale, Field Evaluation SR[149]",CSIR,DPSS,Radar & EW Systems,Test and Evaluation,CFOURIE,RGL,Developing,Unbalanced,Sufficiently resourced,Not applicable,Under resourced,Old,Not applicable,Product and Process Design & Development,Analysis and V&V,"Analysis and V&V (Full Scale, Field Evaluation)","Full Scale, Field Evaluation",3,1,3,0,1,1,0,1.8
Optimisation and Integration SR[155],CSIR,DPSS,Radar & EW Systems,Test and Evaluation,CFOURIE,RGL,Developing,Unbalanced,Sufficiently resourced,Not applicable,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Manufacturing / Production Phase,Manufacturing / Production Phase (Optimisation and Integration),Optimisation and Integration,3,1,3,0,0,0,0,2.3333333333
Product Lifecycle Management SR[158],CSIR,DPSS,Radar & EW Systems,Test and Evaluation,CFOURIE,RGL,Emerging,Emerging,Under resourced,Informal approach,Under resourced,Not applicable,Controlled,Product and Process Design & Development,Tools and Techniques,Tools and Techniques (Product Lifecycle Management),Product Lifecycle Management,2,2,2,2,1,0,3,2
Prototyping or Pilot Plant Scale-up SR[156],CSIR,DPSS,Radar & EW Systems,Test and Evaluation,CFOURIE,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Controlled,Product and Process Design & Development,Manufacturing / Production Phase,Manufacturing / Production Phase (Prototyping or Pilot Plant Scale-up),Prototyping or Pilot Plant Scale-up,4,4,3,4,3,4,3,3.5714285714
Requirements management SR[151],CSIR,DPSS,Radar & EW Systems,Test and Evaluation,CFOURIE,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Freely available,Product and Process Design & Development,Concept Phase,Concept Phase (Requirements management),Requirements management,3,1,3,3,3,4,4,3
System design SR[154],CSIR,DPSS,Radar & EW Systems,Test and Evaluation,CFOURIE,RGL,Mature,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Under resourced,Working condition,Controlled,Product and Process Design & Development,Design Phase,Design Phase (System design),System design,4,1,3,4,1,4,3,2.8571428571
Systems engineering (SE) - Model-based SR[152],CSIR,DPSS,Radar & EW Systems,Test and Evaluation,CFOURIE,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Freely available,Product and Process Design & Development,Concept Phase,Concept Phase (Systems engineering (SE) - Model-based),Systems engineering (SE) - Model-based,3,1,3,3,3,4,4,3
Through-life Support SR[157],CSIR,DPSS,Radar & EW Systems,Test and Evaluation,CFOURIE,RGL,Emerging,Developing,Under resourced,Informal approach,Under resourced,New requirement,Controlled,Product and Process Design & Development,Service and Operation Support Phase,Service and Operation Support Phase (Through-life Support),Through-life Support,2,3,2,2,1,3,3,2.2857142857
Verification SR[150],CSIR,DPSS,Radar & EW Systems,Test and Evaluation,CFOURIE,RGL,Mature,Unbalanced,Under resourced,CSIR Proprietary/Unique,Under resourced,Working condition,Controlled,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Verification),Verification,4,1,2,4,1,4,3,2.7142857143
Additive Manufacturing SR[242],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Needs upgrade,Controlled,Product and Process Design & Development,Manufacturing / Production Phase,Manufacturing / Production Phase (Additive Manufacturing),Additive Manufacturing,3,1,2,3,1,2,3,2.1428571429
Business plan development SR[249],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Not applicable,Controlled,Enterprise Development,Opportunity assessment and packaging,Business planning,Business plan development,4,1,3,3,3,0,3,2.8333333333
"Business process development, management, support and improvement SR[240]",CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Developing,Unbalanced,Under resourced,CSIR Proprietary/Unique,Under resourced,Needs upgrade,Controlled,Industrial Engineering,Industrial Engineering (Engineering Management),Engineering Management,"Business process development, management, support and improvement",3,1,2,4,1,2,3,2.2857142857
Computational Fluid Analysis SR[214],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Computational Fluid Analysis),Computational Fluid Analysis,3,1,3,3,3,2,3,2.5714285714
Computer Aided Design SR[245],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Well resourced,Well resourced,Formal approach,Well resourced,Working condition,Controlled,Manufacturing Processes & Systems,Manufacturing Systems,Engineering Systems,Computer Aided Design,4,4,4,3,4,4,3,3.7142857143
Computer Aided Engineering SR[246],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Manufacturing Processes & Systems,Manufacturing Systems,Engineering Systems,Computer Aided Engineering,4,1,3,3,3,2,3,2.7142857143
Concept development SR[225],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Well resourced,Formal approach,Well resourced,Working condition,Controlled,Product and Process Design & Development,Concept Phase,Concept Phase (Concept development),Concept development,4,1,4,3,4,4,3,3.2857142857
Concurrent engineering SR[255],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Product and Process Design & Development,Tools and Techniques,Tools and Techniques (Concurrent engineering),Concurrent engineering,4,1,3,3,3,2,3,2.7142857143
Design for Certification / Compliance SR[228],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Product and Process Design & Development,Design Phase,Design Phase (Design for Certification / Compliance),Design for Certification / Compliance,4,1,3,3,3,2,3,2.7142857143
Design for Electromagnetic Interference & Compatibility (EMI & EMC) SR[229],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Needs upgrade,Controlled,Product and Process Design & Development,Design Phase,Design Phase (Design for Electromagnetic Interference & Compatibility (EMI & EMC)),Design for Electromagnetic Interference & Compatibility (EMI & EMC),3,1,2,3,1,2,3,2.1428571429
Design for Environment (Sustainability) SR[230],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Old,Controlled,Product and Process Design & Development,Design Phase,Design Phase (Design for Environment (Sustainability)),Design for Environment (Sustainability),3,1,2,3,1,1,3,2
Design for Ergonomics/ Human Factors SR[231],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Product and Process Design & Development,Design Phase,Design Phase (Design for Ergonomics/ Human Factors),Design for Ergonomics/ Human Factors,4,1,3,3,3,2,3,2.7142857143
Design for Life-cycle-cost-and-time SR[232],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Well resourced,Formal approach,Well resourced,Working condition,Controlled,Product and Process Design & Development,Design Phase,Design Phase (Design for Life-cycle-cost-and-time),Design for Life-cycle-cost-and-time,4,1,4,3,4,4,3,3.2857142857
Design for Maintainability SR[233],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Well resourced,Formal approach,Sufficiently resourced,Working condition,Controlled,Product and Process Design & Development,Design Phase,Design Phase (Design for Maintainability),Design for Maintainability,4,1,4,3,3,4,3,3.1428571429
Design for Manufacturability SR[234],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Well resourced,Working condition,Controlled,Product and Process Design & Development,Design Phase,Design Phase (Design for Manufacturability),Design for Manufacturability,4,4,3,3,4,4,3,3.5714285714
Design for Reliability SR[235],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Well resourced,Formal approach,Sufficiently resourced,Working condition,Controlled,Product and Process Design & Development,Design Phase,Design Phase (Design for Reliability),Design for Reliability,4,1,4,3,3,4,3,3.1428571429
Design for Safety SR[236],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Well resourced,Formal approach,Sufficiently resourced,Working condition,Controlled,Product and Process Design & Development,Design Phase,Design Phase (Design for Safety),Design for Safety,4,1,4,3,3,4,3,3.1428571429
Design for Test SR[237],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Well resourced,Formal approach,Well resourced,Working condition,Controlled,Product and Process Design & Development,Design Phase,Design Phase (Design for Test),Design for Test,4,1,4,3,4,4,3,3.2857142857
"Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc) SR[238]",CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Product and Process Design & Development,Design Phase,"Design Phase (Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc))","Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc)",4,1,3,3,3,2,3,2.7142857143
Engineering Management (Project Management) SR[241],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Controlled,Industrial Engineering,Industrial Engineering (Engineering Management),Engineering Management,Engineering Management (Project Management),4,4,3,3,3,4,3,3.4285714286
