survey_results,enterprise,operating_unit,ca,rg,respondent,respondent_title,capability_status,people,tools,processes,equipment,facilities,supplies,catalogue,capability_group,capability_subgroup,capability,Capability Status,People (avg),Tools (avg),Processes (avg),Equipment (avg),Facilities (avg),Supplies (avg),average
Environmental Impact Assessment (EIA) and Basic Assessment (BA) [SR3111],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Emerging,Emerging,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Not applicable,Environment and Natural Resources,Environmental Management Services,Environmental Management Services (Environmental Impact Assessment (EIA) and Basic Assessment (BA)),Environmental Impact Assessment (EIA) and Basic Assessment (BA),2,2,3,3,3,4,0,2.8333333333
Environmental Impact Management [SR3112],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Emerging,Emerging,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Not applicable,Environment and Natural Resources,Environmental Management Services,Environmental Management Services (Environmental Impact Management),Environmental Impact Management,2,2,3,3,3,4,0,2.8333333333
Global Earth Observation Systems of Systems (GEOSS) [SR3109],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Mature,Well resourced,Well resourced,Formal approach,Well resourced,Working condition,Not applicable,Environment and Natural Resources,Earth,Earth (Global Earth Observation Systems of Systems (GEOSS)),Global Earth Observation Systems of Systems (GEOSS),4,4,4,3,4,4,0,3.8333333333
LED program development [SR3104],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Subcritical,Emerging,Not applicable,Formal approach,Sufficiently resourced,New requirement,Freely available,Enterprise Development,Capacity Building for Local Economic Development (LED),LED and related support programmes,LED program development,1,2,0,3,3,3,4,2.6666666667
Location-based services [SR3122],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Mature,Well resourced,Well resourced,Formal approach,Well resourced,Working condition,Not applicable,Modern and Emerging Technologies,Spatial Analytics,Spatial Analytics (Location-based services),Location-based services,4,4,4,3,4,4,0,3.8333333333
Machine Learning [SR3123],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Developing,Unbalanced,Under resourced,Formal approach,Sufficiently resourced,Working condition,Not applicable,Modern and Emerging Technologies,Spatial Analytics,Spatial Analytics (Machine Learning),Machine Learning,3,1,2,3,3,4,0,2.6666666667
Modelling and Simulation SR[402],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Developing,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Not applicable,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Modelling and Simulation),Modelling and Simulation,3,4,3,3,3,0,0,3.2
"Modelling, Simulation and Gaming [SR3116]",CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Developing,Well resourced,Well resourced,Formal approach,Well resourced,Working condition,Not applicable,Modern and Emerging Technologies,"(Modelling, Simulation and Gaming)","(Modelling, Simulation and Gaming) (Modelling, Simulation and Gaming)","Modelling, Simulation and Gaming",3,4,4,3,4,4,0,3.6666666667
Real Time Information Management Systems [SR3121],CSIR,BUILT ENVIRONMENT,SPS - Spatial Planning and Systems,Urban and Regional Planning,GMANS,RGL,Developing,Developing,Under resourced,Not applicable,Under resourced,Not applicable,Not applicable,Modern and Emerging Technologies,Decision Support,Decision Support (Real Time Information Management Systems),Real Time Information Management Systems,3,3,2,0,1,0,0,2.25
Asphalt SR[404],CSIR,BUILT ENVIRONMENT,TIE - Transport Infrastructure Engineering,Advanced Material Testing Laboratories G7,GMTURI,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Working condition,Controlled,Materials Engineering,Asphalt,Asphalt,Asphalt,3,1,3,3,3,4,3,2.8571428571
Bitumen  (Standard) SR[406],CSIR,BUILT ENVIRONMENT,TIE - Transport Infrastructure Engineering,Advanced Material Testing Laboratories G7,GMTURI,RGL,Mature,Unbalanced,Well resourced,Formal approach,Sufficiently resourced,Working condition,Controlled,Materials Engineering,Bitumen,Bitumen  (Standard),Bitumen  (Standard),4,1,4,3,3,4,3,3.1428571429
Polymer and rubber modified SR[405],CSIR,BUILT ENVIRONMENT,TIE - Transport Infrastructure Engineering,Advanced Material Testing Laboratories G7,GMTURI,RGL,Mature,Unbalanced,Well resourced,Formal approach,Sufficiently resourced,Working condition,Controlled,Materials Engineering,Bitumen,Bitumen  (Polymer and rubber modified),Polymer and rubber modified,4,1,4,3,3,4,3,3.1428571429
Soil/Gravel/Aggregate [2616],CSIR,BUILT ENVIRONMENT,TIE - Transport Infrastructure Engineering,Advanced Material Testing Laboratories G7,GMTURI,RGL,Developing,Developing,Not resourced,Formal approach,Under resourced,Old,Freely available,Modern and Emerging Technologies,Analysis and Testing,Analysis and Testing (Soil/Gravel/Aggregate),Soil/Gravel/Aggregate,3,3,1,3,1,1,4,2.2857142857
Asphalt SR[710],CSIR,BUILT ENVIRONMENT,TIE - TRANSPORT INFRASTRUCTURE ENGINEERING,Transport Infrastructure Engineer,MMGANGIRA,RGL,Mature,Well resourced,Well resourced,Formal approach,Well resourced,New requirement,Freely available,Materials Engineering,Asphalt,Asphalt,Asphalt,4,4,4,3,4,3,4,3.7142857143
Nano SR[711],CSIR,BUILT ENVIRONMENT,TIE - TRANSPORT INFRASTRUCTURE ENGINEERING,Transport Infrastructure Engineer,MMGANGIRA,RGL,Subcritical,Emerging,Not resourced,Not applicable,Under resourced,New requirement,Controlled,Materials Engineering,Composites,Composites  (Nano),Nano,1,2,1,0,1,3,3,1.8333333333
"Natural Rock, Railway Ballast, Industrial by-products SR[709]",CSIR,BUILT ENVIRONMENT,TIE - TRANSPORT INFRASTRUCTURE ENGINEERING,Transport Infrastructure Engineer,MMGANGIRA,RGL,Developing,Unbalanced,Not applicable,Formal approach,Sufficiently resourced,Working condition,Freely available,Materials Engineering,Aggregates,"Aggregates  (Natural Rock, Railway Ballast, Industrial by-products)","Natural Rock, Railway Ballast, Industrial by-products",3,1,0,3,3,4,4,3
Consumer choice simulation [2650],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Mangement Design and Systems,GHAYES,RGL,Mature,Well resourced,Well resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Freely available,Modern and Emerging Technologies,"Modelling, Simulation & Gaming",Econometric Analysis,Consumer choice simulation,4,4,4,4,3,0,4,3.8333333333
Operations research tools and techniques [2608],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Mangement Design and Systems,GHAYES,RGL,Mature,Well resourced,Well resourced,Formal approach,Well resourced,Not applicable,Freely available,Industrial Engineering,Industrial Engineering (Operations Research and Analysis),Operations Research and Analysis,Operations research tools and techniques,4,4,4,3,4,0,4,3.8333333333
Road safety analysis and driver behaviour [2649],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Mangement Design and Systems,GHAYES,RGL,Mature,Well resourced,Well resourced,CSIR Proprietary/Unique,Well resourced,Not applicable,Freely available,Industrial Engineering,Industrial Engineering (Safety),Road Safety,Road safety analysis and driver behaviour,4,4,4,4,4,0,4,4
Simulation tools and techniques [2609],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Mangement Design and Systems,GHAYES,RGL,Mature,Well resourced,Well resourced,Formal approach,Sufficiently resourced,Not applicable,Freely available,Industrial Engineering,Industrial Engineering (Operations Research and Analysis),Operations Research and Analysis,Simulation tools and techniques,4,4,4,3,3,0,4,3.6666666667
Statistical analysis tools and techniques [2648],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Mangement Design and Systems,GHAYES,RGL,Mature,Well resourced,Well resourced,CSIR Proprietary/Unique,Well resourced,Not applicable,Freely available,Industrial Engineering,Industrial Engineering (Operations Research and Analysis),Operations Research and Analysis,Statistical analysis tools and techniques,4,4,4,4,4,0,4,4
Artifical general intelligence [SR3130],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Network Asset Management Systems,PNORDENGEN,RGL,Emerging,Unbalanced,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Not applicable,Modern and Emerging Technologies,Artificial Intelligence/Cognitive Technologies,Artificial Intelligence/Cognitive Technologies (Artifical general intelligence),Artifical general intelligence,2,1,3,3,0,0,0,2.25
Autonomous vehicles [SR3131],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Network Asset Management Systems,PNORDENGEN,RGL,Subcritical,Emerging,Not resourced,Not applicable,Under resourced,Not applicable,Not applicable,Modern and Emerging Technologies,Artificial Intelligence/Cognitive Technologies,Artificial Intelligence/Cognitive Technologies (Autonomous vehicles),Autonomous vehicles,1,2,1,0,1,0,0,1.25
Collaborative Research in Data Processing [SR3134],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Network Asset Management Systems,PNORDENGEN,RGL,Developing,Developing,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Modern and Emerging Technologies,Big Data Analytics & Visualisation,Data Storage and Processing,Collaborative Research in Data Processing,3,3,0,3,0,0,0,3
Concept development [SR3139],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Network Asset Management Systems,PNORDENGEN,RGL,Emerging,Emerging,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Concept development),Concept development,2,2,0,0,0,0,0,2
Custodian Asset Management Plan [SR3124],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Network Asset Management Systems,PNORDENGEN,RGL,Developing,Unbalanced,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Industrial Engineering,Industrial Engineering (Infrastructure Management),Infrastructure Management,Custodian Asset Management Plan,3,1,0,3,0,0,0,2.3333333333
Decision Support Technologies [SR3135],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Network Asset Management Systems,PNORDENGEN,RGL,Mature,Unbalanced,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Modern and Emerging Technologies,Decision Support,Decision Support (Decision Support Technologies),Decision Support Technologies,4,1,0,3,0,0,0,2.6666666667
"Full Scale, Field Evaluation [SR3136]",CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Network Asset Management Systems,PNORDENGEN,RGL,Developing,Unbalanced,Under resourced,Not applicable,Under resourced,New requirement,Not applicable,Product and Process Design & Development,Analysis and V&V,"Analysis and V&V (Full Scale, Field Evaluation)","Full Scale, Field Evaluation",3,1,2,0,1,3,0,2
Image Analysis [SR3132],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Network Asset Management Systems,PNORDENGEN,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Not applicable,Not applicable,Modern and Emerging Technologies,Artificial Intelligence/Cognitive Technologies,Artificial Intelligence/Cognitive Technologies (Image Analysis),Image Analysis,3,1,2,3,1,0,0,2
Image Processing [SR3133],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Network Asset Management Systems,PNORDENGEN,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Not applicable,Not applicable,Modern and Emerging Technologies,Artificial Intelligence/Cognitive Technologies,Artificial Intelligence/Cognitive Technologies (Image Processing),Image Processing,3,1,2,3,1,0,0,2
Immovable Asset Management Software Support [SR3125],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Network Asset Management Systems,PNORDENGEN,RGL,Mature,Unbalanced,Not applicable,CSIR Proprietary/Unique,Not applicable,Not applicable,Not applicable,Industrial Engineering,Industrial Engineering (Infrastructure Management),Infrastructure Management,Immovable Asset Management Software Support,4,1,0,4,0,0,0,3
Immovable Asset Performance Assessment [SR3126],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Network Asset Management Systems,PNORDENGEN,RGL,Mature,Well resourced,Not applicable,CSIR Proprietary/Unique,Not applicable,Not applicable,Not applicable,Industrial Engineering,Industrial Engineering (Infrastructure Management),Infrastructure Management,Immovable Asset Performance Assessment,4,4,0,4,0,0,0,4
Immovable Asset Policy Development [SR3127],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Network Asset Management Systems,PNORDENGEN,RGL,Developing,Developing,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Industrial Engineering,Industrial Engineering (Infrastructure Management),Infrastructure Management,Immovable Asset Policy Development,3,3,0,3,0,0,0,3
Immovable Asset Register [SR3128],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Network Asset Management Systems,PNORDENGEN,RGL,Developing,Developing,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Industrial Engineering,Industrial Engineering (Infrastructure Management),Infrastructure Management,Immovable Asset Register,3,3,0,3,0,0,0,3
Infrastructure Management (Project Management) [SR3129],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Network Asset Management Systems,PNORDENGEN,RGL,Developing,Unbalanced,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Industrial Engineering,Industrial Engineering (Infrastructure Management),Infrastructure Management,Infrastructure Management (Project Management),3,1,0,3,0,0,0,2.3333333333
Modelling and Simulation [SR3137],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Network Asset Management Systems,PNORDENGEN,RGL,Developing,Unbalanced,Under resourced,Formal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Modelling and Simulation),Modelling and Simulation,3,1,2,3,0,0,0,2.25
Multi-Physics Analysis [SR3138],CSIR,BUILT ENVIRONMENT,TSO - Transport Systems and Operations,Transport Network Asset Management Systems,PNORDENGEN,RGL,Developing,Developing,Under resourced,Formal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Multi-Physics Analysis),Multi-Physics Analysis,3,3,2,3,0,0,0,2.75
