survey_results,enterprise,operating_unit,ca,rg,respondent,respondent_title,capability_status,people,tools,processes,equipment,facilities,supplies,catalogue,capability_group,capability_subgroup,capability,Capability Status,People (avg),Tools (avg),Processes (avg),Equipment (avg),Facilities (avg),Supplies (avg),average
"Other energy sectors: biomass, biofuel, nuclear& ocean energy SR[797]",CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),EMS Environmental Management Services,PLOCHNER,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Not applicable,Not applicable,Environment and Natural Resources,Environmental Management Services,"Environmental Management Services (Other energy sectors: biomass, biofuel, nuclear& ocean energy)","Other energy sectors: biomass, biofuel, nuclear& ocean energy",4,4,3,3,3,0,0,3.4
Risk Assessment & Environmental Due Diligence SR[798],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),EMS Environmental Management Services,PLOCHNER,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Not applicable,Not applicable,Environment and Natural Resources,Environmental Management Services,Environmental Management Services (Risk Assessment & Environmental Due Diligence),Risk Assessment & Environmental Due Diligence,4,4,3,3,3,0,0,3.4
Skills Development SR[799],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),EMS Environmental Management Services,PLOCHNER,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Environmental Management Services,Environmental Management Services (Skills Development),Skills Development,4,4,3,3,0,0,0,3.5
Smart agriculture systems SR[800],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),EMS Environmental Management Services,PLOCHNER,RGL,Developing,Developing,Under resourced,Formal approach,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Environmental Management Services,Environmental Management Services (Smart agriculture systems),Smart agriculture systems,3,3,2,3,0,0,0,2.75
Solar energy SR[801],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),EMS Environmental Management Services,PLOCHNER,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Environmental Management Services,Environmental Management Services (Solar energy),Solar energy,4,4,3,3,0,0,0,3.5
State of Environment reporting and Indicators SR[802],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),EMS Environmental Management Services,PLOCHNER,RGL,Developing,Unbalanced,Well resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Not applicable,Environment and Natural Resources,Environmental Management Services,Environmental Management Services (State of Environment reporting and Indicators),State of Environment reporting and Indicators,3,1,4,4,3,0,0,3
Sustainability Assessment SR[803],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),EMS Environmental Management Services,PLOCHNER,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Environmental Management Services,Environmental Management Services (Sustainability Assessment),Sustainability Assessment,4,4,3,4,0,0,0,3.75
Training & Guidelines SR[804],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),EMS Environmental Management Services,PLOCHNER,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Environmental Management Services,Environmental Management Services (Training & Guidelines),Training & Guidelines,4,4,3,4,0,0,0,3.75
Water & Desalination SR[805],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),EMS Environmental Management Services,PLOCHNER,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Environmental Management Services,Environmental Management Services (Water & Desalination),Water & Desalination,4,4,3,4,0,0,0,3.75
Wind energy SR[806],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),EMS Environmental Management Services,PLOCHNER,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Not applicable,Environment and Natural Resources,Environmental Management Services,Environmental Management Services (Wind energy),Wind energy,4,4,3,4,3,0,0,3.6
Bulk SR[609],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),SIM Strategic infrastructure management,KHARRILALL,RGL,Developing,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Manufacturing Processes & Systems,Manufacturing Processes,Forming,Bulk,3,0,0,0,0,0,0,3
Through-life Support SR[610],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),SIM Strategic infrastructure management,KHARRILALL,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Controlled,Product and Process Design & Development,Service and Operation Support Phase,Service and Operation Support Phase (Through-life Support),Through-life Support,4,4,3,4,3,4,3,3.5714285714
Analysis and reporting SR[50],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),MSPS Municipal Services Programme Support,ARAMSARUP,RGL,Mature,Well resourced,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Quality Management,Quality Management (Analysis and reporting),Analysis and reporting,4,4,0,3,0,0,0,3.6666666667
Assessment SR[51],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),MSPS Municipal Services Programme Support,ARAMSARUP,RGL,Mature,Well resourced,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Quality Management,Quality Management (Assessment),Assessment,4,4,0,3,0,0,0,3.6666666667
Asset registers SR[43],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),MSPS Municipal Services Programme Support,ARAMSARUP,RGL,Mature,Well resourced,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Asset Management,Asset Management (Asset registers),Asset registers,4,4,0,3,0,0,0,3.6666666667
By laws (local regulations) SR[45],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),MSPS Municipal Services Programme Support,ARAMSARUP,RGL,Developing,Developing,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Licencing,Licencing (By laws (local regulations)),By laws (local regulations),3,3,0,3,0,0,0,3
Compliance audits SR[46],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),MSPS Municipal Services Programme Support,ARAMSARUP,RGL,Mature,Well resourced,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Licencing,Licencing (Compliance audits),Compliance audits,4,4,0,3,0,0,0,3.6666666667
Environmental Management Plans SR[42],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),MSPS Municipal Services Programme Support,ARAMSARUP,RGL,Developing,Developing,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Environmental Management Services,Environmental Management Services (Environmental Management Plans),Environmental Management Plans,3,3,0,3,0,0,0,3
General authorisations SR[47],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),MSPS Municipal Services Programme Support,ARAMSARUP,RGL,Developing,Developing,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Licencing,Licencing (General authorisations),General authorisations,3,3,0,3,0,0,0,3
Industrial trade effluent monitoring/ management SR[48],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),MSPS Municipal Services Programme Support,ARAMSARUP,RGL,Developing,Developing,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Licencing,Licencing (Industrial trade effluent monitoring/ management),Industrial trade effluent monitoring/ management,3,3,0,3,0,0,0,3
Process audits SR[44],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),MSPS Municipal Services Programme Support,ARAMSARUP,RGL,Mature,Well resourced,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Asset Management,Asset Management (Process audits),Process audits,4,4,0,3,0,0,0,3.6666666667
Safety planning SR[52],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),MSPS Municipal Services Programme Support,ARAMSARUP,RGL,Mature,Well resourced,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Quality Management,Quality Management (Safety planning),Safety planning,4,4,0,3,0,0,0,3.6666666667
Water use licencing SR[49],CSIR,IMPLEMENTATION UNIT,Specialist Services (SpS),MSPS Municipal Services Programme Support,ARAMSARUP,RGL,Developing,Developing,Not applicable,Formal approach,Not applicable,Not applicable,Not applicable,Environment and Natural Resources,Licencing,Licencing (Water use licencing),Water use licencing,3,3,0,3,0,0,0,3
Technology Transfer [2655],CSIR,IMPLEMENTATION UNIT,Strategic Initiative Implementation (SII),AISI Aerospace Industry Support Initiative,MBOTHA1,RGL,Mature,Well resourced,Well resourced,Formal approach,Sufficiently resourced,Working condition,Freely available,Enterprise Development,Enterprise creation and development,Competitiveness improvement,Technology Transfer,4,4,4,3,3,4,4,3.7142857143
Systems engineering (SE) - Model-based SR[766],CSIR,IMPLEMENTATION UNIT,Strategic Initiative Implementation (SII),NCPC National Cleaner Production Centre,NRAPHULU,RGL,Developing,Emerging,Under resourced,Informal approach,Under resourced,Working condition,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Systems engineering (SE) - Model-based),Systems engineering (SE) - Model-based,3,2,2,2,1,4,0,2.3333333333
Advanced methods and tools for Computer Integrated Manufacturing SR[37],CSIR,IMPLEMENTATION UNIT,Strategic Initiative Implementation (SII),TLIU Technology Localisation Implementation Unit,ABHUGWANDIN,RGL,Developing,Emerging,Not resourced,Not applicable,Not applicable,Not applicable,Freely available,Modern and Emerging Technologies,Engineering of Manufacturing Processes,Engineering of Manufacturing Processes (Advanced methods and tools for Computer Integrated Manufacturing),Advanced methods and tools for Computer Integrated Manufacturing,3,2,1,0,0,0,4,2.5
Design for Manufacturability SR[36],CSIR,IMPLEMENTATION UNIT,Strategic Initiative Implementation (SII),TLIU Technology Localisation Implementation Unit,ABHUGWANDIN,RGL,Developing,Emerging,Not applicable,Not applicable,Not applicable,New requirement,Controlled,Product and Process Design & Development,Design Phase,Design Phase (Design for Manufacturability),Design for Manufacturability,3,2,0,0,0,3,3,2.75
Production Forecasting SR[38],CSIR,IMPLEMENTATION UNIT,Strategic Initiative Implementation (SII),TLIU Technology Localisation Implementation Unit,ABHUGWANDIN,RGL,Mature,Unbalanced,Under resourced,Informal approach,Sufficiently resourced,New requirement,Freely available,Manufacturing Processes & Systems,Manufacturing Systems,Manufacturing Resource Planning Systems,Production Forecasting,4,1,2,2,3,3,4,2.7142857143
Quality management Lean Six Sigma SR[39],CSIR,IMPLEMENTATION UNIT,Strategic Initiative Implementation (SII),TLIU Technology Localisation Implementation Unit,ABHUGWANDIN,RGL,Mature,Unbalanced,Under resourced,Formal approach,Under resourced,Not applicable,Freely available,Industrial Engineering,Industrial Engineering (Quality and Reliability Engineering),Quality and Reliability Engineering,Quality management Lean Six Sigma,4,1,2,3,1,0,4,2.5
